m, c, val,
160, 10567.9, 0.0254318,
160, 10695.2, 0.0257024,
160, 10822.5, 0.0259716,
160, 10949.9, 0.0262398,
160, 11077.2, 0.026506,
160, 11204.5, 0.0267716,
160, 11331.8, 0.0270355,
160, 11459.2, 0.027298,
160, 11586.5, 0.0275599,
160, 11713.8, 0.0278193,
160, 11841.1, 0.028078,
160, 11968.5, 0.0283353,
160, 12095.8, 0.0285908,
160, 12223.1, 0.0288449,
160, 12350.4, 0.0290977,
160, 12477.7, 0.0293492,
160, 12605.1, 0.0295992,
160, 12732.4, 0.0298478,
160.8, 127.324, 0.000333642,
160.8, 254.648, 0.000668228,
160.8, 381.972, 0.00100315,
160.8, 509.296, 0.00133639,
160.8, 636.62, 0.00166978,
160.8, 763.944, 0.00200506,
160.8, 891.268, 0.00233863,
160.8, 1018.59, 0.00267225,
160.8, 1145.92, 0.0030042,
160.8, 1273.24, 0.00333789,
160.8, 1400.56, 0.00367156,
160.8, 1527.89, 0.00400355,
160.8, 1655.21, 0.0043355,
160.8, 1782.54, 0.00466741,
160.8, 1909.86, 0.00499924,
160.8, 2037.18, 0.00533096,
160.8, 2164.51, 0.00566256,
160.8, 2291.83, 0.00599249,
160.8, 2419.16, 0.00632426,
160.8, 2546.48, 0.00665385,
160.8, 2673.8, 0.00698325,
160.8, 2801.13, 0.00731242,
160.8, 2928.45, 0.00764135,
160.8, 3055.77, 0.00797045,
160.8, 3183.1, 0.00829744,
160.8, 3310.42, 0.00862548,
160.8, 3437.75, 0.00895227,
160.8, 3565.07, 0.0092783,
160.8, 3692.39, 0.00960397,
160.8, 3819.72, 0.00992925,
160.8, 3947.04, 0.0102545,
160.8, 4074.37, 0.0105789,
160.8, 4201.69, 0.0109016,
160.8, 4329.01, 0.0112243,
160.8, 4456.34, 0.0115472,
160.8, 4583.66, 0.0118685,
160.8, 4710.99, 0.0121884,
160.8, 4838.31, 0.0125086,
160.8, 4965.63, 0.0128282,
160.8, 5092.96, 0.0131464,
160.8, 5220.28, 0.0134668,
160.8, 5347.61, 0.013786,
160.8, 5474.93, 0.014105,
160.8, 5602.25, 0.0144234,
160.8, 5729.58, 0.0147403,
160.8, 5856.9, 0.0150578,
160.8, 5984.23, 0.0153732,
160.8, 6111.55, 0.0156886,
160.8, 6238.87, 0.0160047,
160.8, 6366.2, 0.0163168,
160.8, 6493.52, 0.0166306,
160.8, 6620.85, 0.0169432,
160.8, 6748.17, 0.0172542,
160.8, 6875.49, 0.0175656,
160.8, 7002.82, 0.0178748,
160.8, 7130.14, 0.0181839,
160.8, 7257.47, 0.0184917,
160.8, 7384.79, 0.0187989,
160.8, 7512.11, 0.0191043,
160.8, 7639.44, 0.01941,
160.8, 7766.76, 0.0197135,
160.8, 7894.09, 0.0200167,
160.8, 8021.41, 0.0203186,
160.8, 8148.73, 0.0206197,
160.8, 8276.06, 0.020919,
160.8, 8403.38, 0.0212184,
160.8, 8530.7, 0.0215157,
160.8, 8658.03, 0.0218124,
160.8, 8785.35, 0.0221079,
160.8, 8912.68, 0.0224024,
160.8, 9040, 0.0226959,
160.8, 9167.32, 0.0229877,
160.8, 9294.65, 0.0232792,
160.8, 9421.97, 0.0235687,
160.8, 9549.3, 0.0238571,
160.8, 9676.62, 0.0241444,
160.8, 9803.94, 0.0244315,
160.8, 9931.27, 0.024716,
160.8, 10058.6, 0.0249999,
160.8, 10185.9, 0.0252822,
160.8, 10313.2, 0.0255632,
160.8, 10440.6, 0.0258431,
160.8, 10567.9, 0.0261217,
160.8, 10695.2, 0.0263987,
160.8, 10822.5, 0.0266749,
160.8, 10949.9, 0.0269504,
160.8, 11077.2, 0.0272236,
160.8, 11204.5, 0.0274955,
160.8, 11331.8, 0.0277649,
160.8, 11459.2, 0.0280342,
160.8, 11586.5, 0.0283017,
160.8, 11713.8, 0.0285679,
160.8, 11841.1, 0.028833,
160.8, 11968.5, 0.0290964,
160.8, 12095.8, 0.0293582,
160.8, 12223.1, 0.0296188,
160.8, 12350.4, 0.0298769,
160.8, 12477.7, 0.0301344,
160.8, 12605.1, 0.0303905,
160.8, 12732.4, 0.030645,
161.6, 127.324, 0.000344272,
161.6, 254.648, 0.000687658,
161.6, 381.972, 0.00103287,
161.6, 509.296, 0.00137539,
161.6, 636.62, 0.00171887,
161.6, 763.944, 0.0020644,
161.6, 891.268, 0.00240736,
161.6, 1018.59, 0.00275111,
161.6, 1145.92, 0.00309305,
161.6, 1273.24, 0.00343618,
161.6, 1400.56, 0.0037782,
161.6, 1527.89, 0.004122,
161.6, 1655.21, 0.00446397,
161.6, 1782.54, 0.00480524,
161.6, 1909.86, 0.00514709,
161.6, 2037.18, 0.00548883,
161.6, 2164.51, 0.00582876,
161.6, 2291.83, 0.00617022,
161.6, 2419.16, 0.00650986,
161.6, 2546.48, 0.00684933,
161.6, 2673.8, 0.00718805,
161.6, 2801.13, 0.0075271,
161.6, 2928.45, 0.00786589,
161.6, 3055.77, 0.00820288,
161.6, 3183.1, 0.00854109,
161.6, 3310.42, 0.0088775,
161.6, 3437.75, 0.00921358,
161.6, 3565.07, 0.0095493,
161.6, 3692.39, 0.00988464,
161.6, 3819.72, 0.0102196,
161.6, 3947.04, 0.0105527,
161.6, 4074.37, 0.0108867,
161.6, 4201.69, 0.011219,
161.6, 4329.01, 0.0115508,
161.6, 4456.34, 0.011882,
161.6, 4583.66, 0.0122127,
161.6, 4710.99, 0.0125429,
161.6, 4838.31, 0.0128713,
161.6, 4965.63, 0.0132006,
161.6, 5092.96, 0.0135303,
161.6, 5220.28, 0.0138594,
161.6, 5347.61, 0.0141881,
161.6, 5474.93, 0.0145152,
161.6, 5602.25, 0.0148427,
161.6, 5729.58, 0.01517,
161.6, 5856.9, 0.0154962,
161.6, 5984.23, 0.0158209,
161.6, 6111.55, 0.0161449,
161.6, 6238.87, 0.0164675,
161.6, 6366.2, 0.0167901,
161.6, 6493.52, 0.0171119,
161.6, 6620.85, 0.0174323,
161.6, 6748.17, 0.017752,
161.6, 6875.49, 0.0180708,
161.6, 7002.82, 0.0183888,
161.6, 7130.14, 0.0187059,
161.6, 7257.47, 0.0190216,
161.6, 7384.79, 0.0193364,
161.6, 7512.11, 0.0196508,
161.6, 7639.44, 0.0199638,
161.6, 7766.76, 0.0202763,
161.6, 7894.09, 0.0205868,
161.6, 8021.41, 0.0208975,
161.6, 8148.73, 0.0212062,
161.6, 8276.06, 0.0215141,
161.6, 8403.38, 0.021822,
161.6, 8530.7, 0.022127,
161.6, 8658.03, 0.022432,
161.6, 8785.35, 0.022736,
161.6, 8912.68, 0.023038,
161.6, 9040, 0.023339,
161.6, 9167.32, 0.023639,
161.6, 9294.65, 0.0239379,
161.6, 9421.97, 0.0242357,
161.6, 9549.3, 0.0245324,
161.6, 9676.62, 0.0248259,
161.6, 9803.94, 0.0251195,
161.6, 9931.27, 0.025412,
161.6, 10058.6, 0.0257033,
161.6, 10185.9, 0.0259934,
161.6, 10313.2, 0.0262811,
161.6, 10440.6, 0.0265681,
161.6, 10567.9, 0.0268538,
161.6, 10695.2, 0.0271383,
161.6, 10822.5, 0.0274203,
161.6, 10949.9, 0.0277021,
161.6, 11077.2, 0.0279822,
161.6, 11204.5, 0.0282602,
161.6, 11331.8, 0.0285375,
161.6, 11459.2, 0.0288124,
161.6, 11586.5, 0.0290869,
161.6, 11713.8, 0.0293601,
161.6, 11841.1, 0.0296303,
161.6, 11968.5, 0.0299005,
161.6, 12095.8, 0.0301679,
161.6, 12223.1, 0.0304338,
161.6, 12350.4, 0.0306993,
161.6, 12477.7, 0.0309619,
161.6, 12605.1, 0.0312244,
161.6, 12732.4, 0.031484,
162.4, 127.324, 0.000355379,
162.4, 254.648, 0.000709574,
162.4, 381.972, 0.0010642,
162.4, 509.296, 0.00141718,
162.4, 636.62, 0.00177039,
162.4, 763.944, 0.00212698,
162.4, 891.268, 0.00248026,
162.4, 1018.59, 0.00283358,
162.4, 1145.92, 0.0031868,
162.4, 1273.24, 0.00354014,
162.4, 1400.56, 0.00389335,
162.4, 1527.89, 0.00424487,
162.4, 1655.21, 0.00459807,
162.4, 1782.54, 0.00494941,
162.4, 1909.86, 0.00530234,
162.4, 2037.18, 0.00565338,
162.4, 2164.51, 0.00600452,
162.4, 2291.83, 0.00635517,
162.4, 2419.16, 0.00670588,
162.4, 2546.48, 0.00705634,
162.4, 2673.8, 0.00740487,
162.4, 2801.13, 0.00775475,
162.4, 2928.45, 0.0081014,
162.4, 3055.77, 0.0084506,
162.4, 3183.1, 0.00879818,
162.4, 3310.42, 0.00914381,
162.4, 3437.75, 0.00949061,
162.4, 3565.07, 0.00983697,
162.4, 3692.39, 0.0101813,
162.4, 3819.72, 0.0105256,
162.4, 3947.04, 0.0108705,
162.4, 4074.37, 0.0112138,
162.4, 4201.69, 0.0115551,
162.4, 4329.01, 0.0118973,
162.4, 4456.34, 0.0122378,
162.4, 4583.66, 0.0125788,
162.4, 4710.99, 0.0129168,
162.4, 4838.31, 0.0132576,
162.4, 4965.63, 0.0135982,
162.4, 5092.96, 0.0139383,
162.4, 5220.28, 0.0142754,
162.4, 5347.61, 0.0146144,
162.4, 5474.93, 0.0149518,
162.4, 5602.25, 0.0152895,
162.4, 5729.58, 0.0156243,
162.4, 5856.9, 0.0159598,
162.4, 5984.23, 0.0162945,
162.4, 6111.55, 0.0166278,
162.4, 6238.87, 0.0169598,
162.4, 6366.2, 0.0172915,
162.4, 6493.52, 0.0176225,
162.4, 6620.85, 0.0179527,
162.4, 6748.17, 0.0182808,
162.4, 6875.49, 0.0186093,
162.4, 7002.82, 0.0189363,
162.4, 7130.14, 0.0192623,
162.4, 7257.47, 0.0195864,
162.4, 7384.79, 0.0199106,
162.4, 7512.11, 0.0202339,
162.4, 7639.44, 0.0205563,
162.4, 7766.76, 0.0208759,
162.4, 7894.09, 0.0211963,
162.4, 8021.41, 0.021515,
162.4, 8148.73, 0.0218316,
162.4, 8276.06, 0.0221478,
162.4, 8403.38, 0.0224633,
162.4, 8530.7, 0.0227767,
162.4, 8658.03, 0.0230896,
162.4, 8785.35, 0.0234013,
162.4, 8912.68, 0.0237109,
162.4, 9040, 0.0240199,
162.4, 9167.32, 0.0243271,
162.4, 9294.65, 0.0246337,
162.4, 9421.97, 0.0249393,
162.4, 9549.3, 0.0252425,
162.4, 9676.62, 0.0255452,
162.4, 9803.94, 0.0258457,
162.4, 9931.27, 0.0261458,
162.4, 10058.6, 0.0264436,
162.4, 10185.9, 0.0267408,
162.4, 10313.2, 0.0270359,
162.4, 10440.6, 0.0273296,
162.4, 10567.9, 0.0276226,
162.4, 10695.2, 0.0279134,
162.4, 10822.5, 0.0282043,
162.4, 10949.9, 0.0284922,
162.4, 11077.2, 0.0287787,
162.4, 11204.5, 0.0290645,
162.4, 11331.8, 0.0293483,
162.4, 11459.2, 0.0296306,
162.4, 11586.5, 0.029911,
162.4, 11713.8, 0.0301911,
162.4, 11841.1, 0.0304685,
162.4, 11968.5, 0.030744,
162.4, 12095.8, 0.0310187,
162.4, 12223.1, 0.0312918,
162.4, 12350.4, 0.0315633,
162.4, 12477.7, 0.0318333,
162.4, 12605.1, 0.0321017,
162.4, 12732.4, 0.0323685,
163.2, 127.324, 0.000366635,
163.2, 254.648, 0.000730771,
163.2, 381.972, 0.00109703,
163.2, 509.296, 0.00146151,
163.2, 636.62, 0.0018261,
163.2, 763.944, 0.00219079,
163.2, 891.268, 0.00255555,
163.2, 1018.59, 0.00292033,
163.2, 1145.92, 0.00328512,
163.2, 1273.24, 0.00365003,
163.2, 1400.56, 0.00401474,
163.2, 1527.89, 0.00437768,
163.2, 1655.21, 0.00474055,
163.2, 1782.54, 0.00510331,
163.2, 1909.86, 0.00546616,
163.2, 2037.18, 0.00582865,
163.2, 2164.51, 0.00618938,
163.2, 2291.83, 0.00655148,
163.2, 2419.16, 0.00691358,
163.2, 2546.48, 0.00727366,
163.2, 2673.8, 0.00763202,
163.2, 2801.13, 0.00799329,
163.2, 2928.45, 0.00835108,
163.2, 3055.77, 0.00871165,
163.2, 3183.1, 0.00906875,
163.2, 3310.42, 0.00942549,
163.2, 3437.75, 0.00978347,
163.2, 3565.07, 0.0101381,
163.2, 3692.39, 0.0104951,
163.2, 3819.72, 0.0108488,
163.2, 3947.04, 0.011202,
163.2, 4074.37, 0.0115563,
163.2, 4201.69, 0.0119085,
163.2, 4329.01, 0.0122616,
163.2, 4456.34, 0.0126114,
163.2, 4583.66, 0.0129622,
163.2, 4710.99, 0.0133136,
163.2, 4838.31, 0.0136657,
163.2, 4965.63, 0.0140146,
163.2, 5092.96, 0.0143657,
163.2, 5220.28, 0.0147135,
163.2, 5347.61, 0.0150634,
163.2, 5474.93, 0.01541,
163.2, 5602.25, 0.0157576,
163.2, 5729.58, 0.0161029,
163.2, 5856.9, 0.0164481,
163.2, 5984.23, 0.0167921,
163.2, 6111.55, 0.0171358,
163.2, 6238.87, 0.0174773,
163.2, 6366.2, 0.0178195,
163.2, 6493.52, 0.0181596,
163.2, 6620.85, 0.0184992,
163.2, 6748.17, 0.0188376,
163.2, 6875.49, 0.0191743,
163.2, 7002.82, 0.0195114,
163.2, 7130.14, 0.0198463,
163.2, 7257.47, 0.0201816,
163.2, 7384.79, 0.0205139,
163.2, 7512.11, 0.0208472,
163.2, 7639.44, 0.0211775,
163.2, 7766.76, 0.0215081,
163.2, 7894.09, 0.0218364,
163.2, 8021.41, 0.0221631,
163.2, 8148.73, 0.0224905,
163.2, 8276.06, 0.022815,
163.2, 8403.38, 0.0231395,
163.2, 8530.7, 0.0234618,
163.2, 8658.03, 0.0237829,
163.2, 8785.35, 0.0241039,
163.2, 8912.68, 0.0244222,
163.2, 9040, 0.0247392,
163.2, 9167.32, 0.0250565,
163.2, 9294.65, 0.0253712,
163.2, 9421.97, 0.0256845,
163.2, 9549.3, 0.0259965,
163.2, 9676.62, 0.0263088,
163.2, 9803.94, 0.0266181,
163.2, 9931.27, 0.026926,
163.2, 10058.6, 0.0272326,
163.2, 10185.9, 0.0275375,
163.2, 10313.2, 0.0278412,
163.2, 10440.6, 0.0281432,
163.2, 10567.9, 0.0284456,
163.2, 10695.2, 0.0287447,
163.2, 10822.5, 0.0290426,
163.2, 10949.9, 0.0293387,
163.2, 11077.2, 0.0296334,
163.2, 11204.5, 0.0299266,
163.2, 11331.8, 0.0302182,
163.2, 11459.2, 0.0305066,
163.2, 11586.5, 0.0307953,
163.2, 11713.8, 0.0310818,
163.2, 11841.1, 0.0313672,
163.2, 11968.5, 0.0316508,
163.2, 12095.8, 0.0319326,
163.2, 12223.1, 0.0322119,
163.2, 12350.4, 0.0324903,
163.2, 12477.7, 0.0327674,
163.2, 12605.1, 0.0330415,
163.2, 12732.4, 0.033315,
164, 127.324, 0.000377007,
164, 254.648, 0.000753542,
164, 381.972, 0.00113157,
164, 509.296, 0.001508,
164, 636.62, 0.0018847,
164, 763.944, 0.0022615,
164, 891.268, 0.00263687,
164, 1018.59, 0.00301352,
164, 1145.92, 0.00338854,
164, 1273.24, 0.00376525,
164, 1400.56, 0.00414027,
164, 1527.89, 0.00451526,
164, 1655.21, 0.00489018,
164, 1782.54, 0.005265,
164, 1909.86, 0.00563793,
164, 2037.18, 0.00601248,
164, 2164.51, 0.00638513,
164, 2291.83, 0.00675759,
164, 2419.16, 0.00712985,
164, 2546.48, 0.00750187,
164, 2673.8, 0.00787361,
164, 2801.13, 0.00824346,
164, 2928.45, 0.00861301,
164, 3055.77, 0.00898229,
164, 3183.1, 0.00935289,
164, 3310.42, 0.00972137,
164, 3437.75, 0.0100894,
164, 3565.07, 0.0104556,
164, 3692.39, 0.0108213,
164, 3819.72, 0.0111866,
164, 3947.04, 0.011553,
164, 4074.37, 0.0119172,
164, 4201.69, 0.0122809,
164, 4329.01, 0.0126426,
164, 4456.34, 0.0130038,
164, 4583.66, 0.013368,
164, 4710.99, 0.0137306,
164, 4838.31, 0.0140928,
164, 4965.63, 0.014453,
164, 5092.96, 0.0148157,
164, 5220.28, 0.0151749,
164, 5347.61, 0.0155335,
164, 5474.93, 0.0158914,
164, 5602.25, 0.0162491,
164, 5729.58, 0.0166058,
164, 5856.9, 0.0169605,
164, 5984.23, 0.0173146,
164, 6111.55, 0.017668,
164, 6238.87, 0.0180224,
164, 6366.2, 0.0183734,
164, 6493.52, 0.0187242,
164, 6620.85, 0.0190735,
164, 6748.17, 0.0194242,
164, 6875.49, 0.0197717,
164, 7002.82, 0.0201176,
164, 7130.14, 0.0204631,
164, 7257.47, 0.0208074,
164, 7384.79, 0.0211523,
164, 7512.11, 0.0214943,
164, 7639.44, 0.0218351,
164, 7766.76, 0.0221748,
164, 7894.09, 0.0225137,
164, 8021.41, 0.0228512,
164, 8148.73, 0.0231884,
164, 8276.06, 0.0235233,
164, 8403.38, 0.023857,
164, 8530.7, 0.0241895,
164, 8658.03, 0.0245207,
164, 8785.35, 0.0248506,
164, 8912.68, 0.0251792,
164, 9040, 0.0255064,
164, 9167.32, 0.0258322,
164, 9294.65, 0.0261567,
164, 9421.97, 0.0264797,
164, 9549.3, 0.0268013,
164, 9676.62, 0.0271214,
164, 9803.94, 0.0274402,
164, 9931.27, 0.0277573,
164, 10058.6, 0.0280731,
164, 10185.9, 0.0283869,
164, 10313.2, 0.0286995,
164, 10440.6, 0.0290108,
164, 10567.9, 0.0293205,
164, 10695.2, 0.0296283,
164, 10822.5, 0.0299344,
164, 10949.9, 0.0302395,
164, 11077.2, 0.0305426,
164, 11204.5, 0.0308436,
164, 11331.8, 0.0311436,
164, 11459.2, 0.0314419,
164, 11586.5, 0.0317381,
164, 11713.8, 0.0320333,
164, 11841.1, 0.032326,
164, 11968.5, 0.0326175,
164, 12095.8, 0.0329073,
164, 12223.1, 0.0331962,
164, 12350.4, 0.0334824,
164, 12477.7, 0.0337677,
164, 12605.1, 0.0340518,
164, 12732.4, 0.0343321,
164.8, 127.324, 0.000390408,
164.8, 254.648, 0.000778641,
164.8, 381.972, 0.00116841,
164.8, 509.296, 0.00155735,
164.8, 636.62, 0.00194646,
164.8, 763.944, 0.00233466,
164.8, 891.268, 0.00272389,
164.8, 1018.59, 0.00311228,
164.8, 1145.92, 0.00349977,
164.8, 1273.24, 0.00388726,
164.8, 1400.56, 0.00427565,
164.8, 1527.89, 0.00466134,
164.8, 1655.21, 0.00504869,
164.8, 1782.54, 0.00543591,
164.8, 1909.86, 0.00582057,
164.8, 2037.18, 0.00620748,
164.8, 2164.51, 0.00659258,
164.8, 2291.83, 0.00697747,
164.8, 2419.16, 0.00736088,
164.8, 2546.48, 0.00774428,
164.8, 2673.8, 0.00812838,
164.8, 2801.13, 0.00851066,
164.8, 2928.45, 0.00889261,
164.8, 3055.77, 0.00927435,
164.8, 3183.1, 0.00965463,
164.8, 3310.42, 0.0100354,
164.8, 3437.75, 0.0104147,
164.8, 3565.07, 0.0107945,
164.8, 3692.39, 0.0111727,
164.8, 3819.72, 0.011548,
164.8, 3947.04, 0.011925,
164.8, 4074.37, 0.0123014,
164.8, 4201.69, 0.0126762,
164.8, 4329.01, 0.0130504,
164.8, 4456.34, 0.0134261,
164.8, 4583.66, 0.0138017,
164.8, 4710.99, 0.0141758,
164.8, 4838.31, 0.0145502,
164.8, 4965.63, 0.014923,
164.8, 5092.96, 0.0152953,
164.8, 5220.28, 0.0156669,
164.8, 5347.61, 0.0160369,
164.8, 5474.93, 0.0164071,
164.8, 5602.25, 0.0167757,
164.8, 5729.58, 0.0171436,
164.8, 5856.9, 0.0175107,
164.8, 5984.23, 0.0178769,
164.8, 6111.55, 0.0182416,
164.8, 6238.87, 0.0186055,
164.8, 6366.2, 0.0189691,
164.8, 6493.52, 0.0193306,
164.8, 6620.85, 0.0196918,
164.8, 6748.17, 0.0200519,
164.8, 6875.49, 0.0204106,
164.8, 7002.82, 0.0207682,
164.8, 7130.14, 0.0211248,
164.8, 7257.47, 0.0214803,
164.8, 7384.79, 0.0218348,
164.8, 7512.11, 0.0221877,
164.8, 7639.44, 0.0225394,
164.8, 7766.76, 0.0228901,
164.8, 7894.09, 0.0232395,
164.8, 8021.41, 0.0235877,
164.8, 8148.73, 0.0239344,
164.8, 8276.06, 0.0242798,
164.8, 8403.38, 0.0246233,
164.8, 8530.7, 0.024966,
164.8, 8658.03, 0.0253075,
164.8, 8785.35, 0.0256475,
164.8, 8912.68, 0.0259863,
164.8, 9040, 0.0263228,
164.8, 9167.32, 0.0266586,
164.8, 9294.65, 0.0269928,
164.8, 9421.97, 0.0273257,
164.8, 9549.3, 0.0276564,
164.8, 9676.62, 0.0279867,
164.8, 9803.94, 0.0283158,
164.8, 9931.27, 0.0286419,
164.8, 10058.6, 0.0289683,
164.8, 10185.9, 0.0292917,
164.8, 10313.2, 0.0296147,
164.8, 10440.6, 0.0299348,
164.8, 10567.9, 0.0302545,
164.8, 10695.2, 0.0305711,
164.8, 10822.5, 0.0308878,
164.8, 10949.9, 0.0312016,
164.8, 11077.2, 0.0315147,
164.8, 11204.5, 0.0318256,
164.8, 11331.8, 0.032134,
164.8, 11459.2, 0.0324423,
164.8, 11586.5, 0.0327478,
164.8, 11713.8, 0.0330513,
164.8, 11841.1, 0.0333529,
164.8, 11968.5, 0.0336535,
164.8, 12095.8, 0.0339521,
164.8, 12223.1, 0.0342488,
164.8, 12350.4, 0.0345443,
164.8, 12477.7, 0.034837,
164.8, 12605.1, 0.0351276,
164.8, 12732.4, 0.0354172,
165.6, 127.324, 0.000401634,
165.6, 254.648, 0.000805642,
165.6, 381.972, 0.00120682,
165.6, 509.296, 0.00160929,
165.6, 636.62, 0.00201064,
165.6, 763.944, 0.00241335,
165.6, 891.268, 0.00281458,
165.6, 1018.59, 0.00321596,
165.6, 1145.92, 0.00361553,
165.6, 1273.24, 0.00401844,
165.6, 1400.56, 0.00441786,
165.6, 1527.89, 0.00481903,
165.6, 1655.21, 0.00521677,
165.6, 1782.54, 0.00561761,
165.6, 1909.86, 0.00601504,
165.6, 2037.18, 0.00641405,
165.6, 2164.51, 0.00681105,
165.6, 2291.83, 0.00720953,
165.6, 2419.16, 0.00760769,
165.6, 2546.48, 0.00800251,
165.6, 2673.8, 0.0083987,
165.6, 2801.13, 0.00879452,
165.6, 2928.45, 0.00918826,
165.6, 3055.77, 0.00958322,
165.6, 3183.1, 0.00997654,
165.6, 3310.42, 0.0103689,
165.6, 3437.75, 0.0107612,
165.6, 3565.07, 0.011153,
165.6, 3692.39, 0.0115432,
165.6, 3819.72, 0.0119322,
165.6, 3947.04, 0.0123212,
165.6, 4074.37, 0.0127095,
165.6, 4201.69, 0.0130972,
165.6, 4329.01, 0.0134848,
165.6, 4456.34, 0.013874,
165.6, 4583.66, 0.0142615,
165.6, 4710.99, 0.0146484,
165.6, 4838.31, 0.0150348,
165.6, 4965.63, 0.0154191,
165.6, 5092.96, 0.0158041,
165.6, 5220.28, 0.0161875,
165.6, 5347.61, 0.0165712,
165.6, 5474.93, 0.0169531,
165.6, 5602.25, 0.017333,
165.6, 5729.58, 0.0177125,
165.6, 5856.9, 0.0180921,
165.6, 5984.23, 0.01847,
165.6, 6111.55, 0.0188471,
165.6, 6238.87, 0.019222,
165.6, 6366.2, 0.0195973,
165.6, 6493.52, 0.0199708,
165.6, 6620.85, 0.0203435,
165.6, 6748.17, 0.0207139,
165.6, 6875.49, 0.0210846,
165.6, 7002.82, 0.0214542,
165.6, 7130.14, 0.0218225,
165.6, 7257.47, 0.0221883,
165.6, 7384.79, 0.0225547,
165.6, 7512.11, 0.0229199,
165.6, 7639.44, 0.0232837,
165.6, 7766.76, 0.0236446,
165.6, 7894.09, 0.0240059,
165.6, 8021.41, 0.024366,
165.6, 8148.73, 0.024723,
165.6, 8276.06, 0.0250803,
165.6, 8403.38, 0.0254346,
165.6, 8530.7, 0.0257893,
165.6, 8658.03, 0.0261425,
165.6, 8785.35, 0.0264926,
165.6, 8912.68, 0.0268429,
165.6, 9040, 0.0271902,
165.6, 9167.32, 0.0275376,
165.6, 9294.65, 0.027882,
165.6, 9421.97, 0.0282263,
165.6, 9549.3, 0.0285675,
165.6, 9676.62, 0.0289089,
165.6, 9803.94, 0.0292472,
165.6, 9931.27, 0.0295838,
165.6, 10058.6, 0.0299202,
165.6, 10185.9, 0.0302535,
165.6, 10313.2, 0.0305855,
165.6, 10440.6, 0.0309171,
165.6, 10567.9, 0.0312456,
165.6, 10695.2, 0.0315723,
165.6, 10822.5, 0.0318977,
165.6, 10949.9, 0.0322208,
165.6, 11077.2, 0.0325426,
165.6, 11204.5, 0.0328625,
165.6, 11331.8, 0.0331838,
165.6, 11459.2, 0.0335005,
165.6, 11586.5, 0.0338162,
165.6, 11713.8, 0.03413,
165.6, 11841.1, 0.0344401,
165.6, 11968.5, 0.0347499,
165.6, 12095.8, 0.0350587,
165.6, 12223.1, 0.0353655,
165.6, 12350.4, 0.0356702,
165.6, 12477.7, 0.0359712,
165.6, 12605.1, 0.0362716,
165.6, 12732.4, 0.0365711,
166.4, 127.324, 0.000415763,
166.4, 254.648, 0.000832367,
166.4, 381.972, 0.00124783,
166.4, 509.296, 0.00166442,
166.4, 636.62, 0.00208148,
166.4, 763.944, 0.00249576,
166.4, 891.268, 0.00291104,
