m, c, val,
160.8, 4965.63, 0.0121346,
160.8, 5092.96, 0.0124349,
160.8, 5220.28, 0.0127358,
160.8, 5347.61, 0.0130353,
160.8, 5474.93, 0.013335,
160.8, 5602.25, 0.0136321,
160.8, 5729.58, 0.0139296,
160.8, 5856.9, 0.0142266,
160.8, 5984.23, 0.0145228,
160.8, 6111.55, 0.0148171,
160.8, 6238.87, 0.0151118,
160.8, 6366.2, 0.0154051,
160.8, 6493.52, 0.0156985,
160.8, 6620.85, 0.0159915,
160.8, 6748.17, 0.0162848,
160.8, 6875.49, 0.0165775,
160.8, 7002.82, 0.0168683,
160.8, 7130.14, 0.0171588,
160.8, 7257.47, 0.0174486,
160.8, 7384.79, 0.0177382,
160.8, 7512.11, 0.0180253,
160.8, 7639.44, 0.018312,
160.8, 7766.76, 0.0185985,
160.8, 7894.09, 0.0188832,
160.8, 8021.41, 0.0191674,
160.8, 8148.73, 0.0194507,
160.8, 8276.06, 0.0197322,
160.8, 8403.38, 0.0200138,
160.8, 8530.7, 0.0202934,
160.8, 8658.03, 0.0205726,
160.8, 8785.35, 0.020851,
160.8, 8912.68, 0.0211276,
160.8, 9040, 0.0214043,
160.8, 9167.32, 0.0216785,
160.8, 9294.65, 0.0219533,
160.8, 9421.97, 0.0222254,
160.8, 9549.3, 0.022498,
160.8, 9676.62, 0.0227679,
160.8, 9803.94, 0.0230384,
160.8, 9931.27, 0.0233061,
160.8, 10058.6, 0.0235742,
160.8, 10185.9, 0.0238396,
160.8, 10313.2, 0.0241039,
160.8, 10440.6, 0.0243721,
160.8, 10567.9, 0.0246378,
160.8, 10695.2, 0.0249023,
160.8, 10822.5, 0.0251673,
160.8, 10949.9, 0.0254297,
160.8, 11077.2, 0.0256908,
160.8, 11204.5, 0.0259509,
160.8, 11331.8, 0.0262114,
160.8, 11459.2, 0.0264691,
160.8, 11586.5, 0.0267256,
160.8, 11713.8, 0.0269811,
160.8, 11841.1, 0.0272352,
160.8, 11968.5, 0.0274882,
160.8, 12095.8, 0.02774,
160.8, 12223.1, 0.0279905,
160.8, 12350.4, 0.02824,
160.8, 12477.7, 0.028488,
160.8, 12605.1, 0.0287349,
160.8, 12732.4, 0.0289802,
161.6, 127.324, 0.000326118,
161.6, 254.648, 0.000653364,
161.6, 381.972, 0.000978996,
161.6, 509.296, 0.00130463,
161.6, 636.62, 0.00163026,
161.6, 763.944, 0.00195584,
161.6, 891.268, 0.00228294,
161.6, 1018.59, 0.00260685,
161.6, 1145.92, 0.00293216,
161.6, 1273.24, 0.00325586,
161.6, 1400.56, 0.00357944,
161.6, 1527.89, 0.00390441,
161.6, 1655.21, 0.00422765,
161.6, 1782.54, 0.0045493,
161.6, 1909.86, 0.00487213,
161.6, 2037.18, 0.00519485,
161.6, 2164.51, 0.00551716,
161.6, 2291.83, 0.00583786,
161.6, 2419.16, 0.00615845,
161.6, 2546.48, 0.00647943,
161.6, 2673.8, 0.00680022,
161.6, 2801.13, 0.00712091,
161.6, 2928.45, 0.00744118,
161.6, 3055.77, 0.00775983,
161.6, 3183.1, 0.00807967,
161.6, 3310.42, 0.00839771,
161.6, 3437.75, 0.00871542,
161.6, 3565.07, 0.00903295,
161.6, 3692.39, 0.00934869,
161.6, 3819.72, 0.00966669,
161.6, 3947.04, 0.00998163,
161.6, 4074.37, 0.0102962,
161.6, 4201.69, 0.0106105,
161.6, 4329.01, 0.0109241,
161.6, 4456.34, 0.0112374,
161.6, 4583.66, 0.0115501,
161.6, 4710.99, 0.0118624,
161.6, 4838.31, 0.0121728,
161.6, 4965.63, 0.0124827,
161.6, 5092.96, 0.0127923,
161.6, 5220.28, 0.013101,
161.6, 5347.61, 0.0134096,
161.6, 5474.93, 0.013716,
161.6, 5602.25, 0.0140237,
161.6, 5729.58, 0.0143286,
161.6, 5856.9, 0.0146328,
161.6, 5984.23, 0.0149378,
161.6, 6111.55, 0.0152404,
161.6, 6238.87, 0.0155438,
161.6, 6366.2, 0.0158466,
161.6, 6493.52, 0.0161507,
161.6, 6620.85, 0.0164521,
161.6, 6748.17, 0.0167522,
161.6, 6875.49, 0.0170541,
161.6, 7002.82, 0.0173526,
161.6, 7130.14, 0.0176524,
161.6, 7257.47, 0.0179494,
161.6, 7384.79, 0.0182451,
161.6, 7512.11, 0.0185423,
161.6, 7639.44, 0.0188363,
161.6, 7766.76, 0.0191298,
161.6, 7894.09, 0.019424,
161.6, 8021.41, 0.0197149,
161.6, 8148.73, 0.0200053,
161.6, 8276.06, 0.0202967,
161.6, 8403.38, 0.0205848,
161.6, 8530.7, 0.020872,
161.6, 8658.03, 0.0211582,
161.6, 8785.35, 0.0214452,
161.6, 8912.68, 0.0217294,
161.6, 9040, 0.0220123,
161.6, 9167.32, 0.0222943,
161.6, 9294.65, 0.0225768,
161.6, 9421.97, 0.0228565,
161.6, 9549.3, 0.0231351,
161.6, 9676.62, 0.0234124,
161.6, 9803.94, 0.0236887,
161.6, 9931.27, 0.0239638,
161.6, 10058.6, 0.0242377,
161.6, 10185.9, 0.0245121,
161.6, 10313.2, 0.0247874,
161.6, 10440.6, 0.0250616,
161.6, 10567.9, 0.0253345,
161.6, 10695.2, 0.0256063,
161.6, 10822.5, 0.025877,
161.6, 10949.9, 0.0261465,
161.6, 11077.2, 0.0264149,
161.6, 11204.5, 0.026682,
161.6, 11331.8, 0.0269479,
161.6, 11459.2, 0.0272126,
161.6, 11586.5, 0.0274745,
161.6, 11713.8, 0.0277368,
161.6, 11841.1, 0.0279977,
161.6, 11968.5, 0.0282575,
161.6, 12095.8, 0.0285143,
161.6, 12223.1, 0.0287715,
161.6, 12350.4, 0.0290259,
161.6, 12477.7, 0.0292804,
161.6, 12605.1, 0.0295343,
161.6, 12732.4, 0.0297847,
162.4, 127.324, 0.000336696,
162.4, 254.648, 0.000672403,
162.4, 381.972, 0.00100827,
162.4, 509.296, 0.0013442,
162.4, 636.62, 0.00168011,
162.4, 763.944, 0.00201464,
162.4, 891.268, 0.00235046,
162.4, 1018.59, 0.00268419,
162.4, 1145.92, 0.00301819,
162.4, 1273.24, 0.00335208,
162.4, 1400.56, 0.00368584,
162.4, 1527.89, 0.00401944,
162.4, 1655.21, 0.00435287,
162.4, 1782.54, 0.00468475,
162.4, 1909.86, 0.0050176,
162.4, 2037.18, 0.00534901,
162.4, 2164.51, 0.00568011,
162.4, 2291.83, 0.00601141,
162.4, 2419.16, 0.00634277,
162.4, 2546.48, 0.00667268,
162.4, 2673.8, 0.00700349,
162.4, 2801.13, 0.00733284,
162.4, 2928.45, 0.00766189,
162.4, 3055.77, 0.0079906,
162.4, 3183.1, 0.00831896,
162.4, 3310.42, 0.00864587,
162.4, 3437.75, 0.00897345,
162.4, 3565.07, 0.00930195,
162.4, 3692.39, 0.00962765,
162.4, 3819.72, 0.0099529,
162.4, 3947.04, 0.0102777,
162.4, 4074.37, 0.010602,
162.4, 4201.69, 0.0109248,
162.4, 4329.01, 0.011248,
162.4, 4456.34, 0.0115698,
162.4, 4583.66, 0.0118933,
162.4, 4710.99, 0.0122139,
162.4, 4838.31, 0.012533,
162.4, 4965.63, 0.0128524,
162.4, 5092.96, 0.0131704,
162.4, 5220.28, 0.0134876,
162.4, 5347.61, 0.0138043,
162.4, 5474.93, 0.0141223,
162.4, 5602.25, 0.0144375,
162.4, 5729.58, 0.0147512,
162.4, 5856.9, 0.0150649,
162.4, 5984.23, 0.0153771,
162.4, 6111.55, 0.0156897,
162.4, 6238.87, 0.0160027,
162.4, 6366.2, 0.0163164,
162.4, 6493.52, 0.016628,
162.4, 6620.85, 0.0169381,
162.4, 6748.17, 0.0172474,
162.4, 6875.49, 0.017556,
162.4, 7002.82, 0.0178638,
162.4, 7130.14, 0.0181702,
162.4, 7257.47, 0.0184763,
162.4, 7384.79, 0.018781,
162.4, 7512.11, 0.0190848,
162.4, 7639.44, 0.0193877,
162.4, 7766.76, 0.0196897,
162.4, 7894.09, 0.0199903,
162.4, 8021.41, 0.0202905,
162.4, 8148.73, 0.0205892,
162.4, 8276.06, 0.0208869,
162.4, 8403.38, 0.0211837,
162.4, 8530.7, 0.021479,
162.4, 8658.03, 0.0217737,
162.4, 8785.35, 0.022067,
162.4, 8912.68, 0.0223592,
162.4, 9040, 0.0226504,
162.4, 9167.32, 0.0229404,
162.4, 9294.65, 0.0232294,
162.4, 9421.97, 0.0235151,
162.4, 9549.3, 0.0238015,
162.4, 9676.62, 0.0240867,
162.4, 9803.94, 0.0243708,
162.4, 9931.27, 0.0246539,
162.4, 10058.6, 0.0249371,
162.4, 10185.9, 0.025222,
162.4, 10313.2, 0.0255058,
162.4, 10440.6, 0.0257859,
162.4, 10567.9, 0.0260673,
162.4, 10695.2, 0.0263477,
162.4, 10822.5, 0.0266243,
162.4, 10949.9, 0.0269022,
162.4, 11077.2, 0.0271765,
162.4, 11204.5, 0.027452,
162.4, 11331.8, 0.0277238,
162.4, 11459.2, 0.0279969,
162.4, 11586.5, 0.0282661,
162.4, 11713.8, 0.0285366,
162.4, 11841.1, 0.0288035,
162.4, 11968.5, 0.029069,
162.4, 12095.8, 0.0293359,
162.4, 12223.1, 0.0295987,
162.4, 12350.4, 0.0298605,
162.4, 12477.7, 0.0301213,
162.4, 12605.1, 0.0303822,
162.4, 12732.4, 0.0306408,
163.2, 127.324, 0.000346119,
163.2, 254.648, 0.00069267,
163.2, 381.972, 0.00103913,
163.2, 509.296, 0.00138588,
163.2, 636.62, 0.00173156,
163.2, 763.944, 0.002076,
163.2, 891.268, 0.00242296,
163.2, 1018.59, 0.00276571,
163.2, 1145.92, 0.00311095,
163.2, 1273.24, 0.00345342,
163.2, 1400.56, 0.0037983,
163.2, 1527.89, 0.00414295,
163.2, 1655.21, 0.00448347,
163.2, 1782.54, 0.00482761,
163.2, 1909.86, 0.00517017,
163.2, 2037.18, 0.00551255,
163.2, 2164.51, 0.00585277,
163.2, 2291.83, 0.00619538,
163.2, 2419.16, 0.00653638,
163.2, 2546.48, 0.00687592,
163.2, 2673.8, 0.00721641,
163.2, 2801.13, 0.00755661,
163.2, 2928.45, 0.00789649,
163.2, 3055.77, 0.00823603,
163.2, 3183.1, 0.00857146,
163.2, 3310.42, 0.00891026,
163.2, 3437.75, 0.00924745,
163.2, 3565.07, 0.00958422,
163.2, 3692.39, 0.00992055,
163.2, 3819.72, 0.0102553,
163.2, 3947.04, 0.0105883,
163.2, 4074.37, 0.0109221,
163.2, 4201.69, 0.0112564,
163.2, 4329.01, 0.0115891,
163.2, 4456.34, 0.0119203,
163.2, 4583.66, 0.0122519,
163.2, 4710.99, 0.0125829,
163.2, 4838.31, 0.0129123,
163.2, 4965.63, 0.0132387,
163.2, 5092.96, 0.0135668,
163.2, 5220.28, 0.0138943,
163.2, 5347.61, 0.014221,
163.2, 5474.93, 0.0145461,
163.2, 5602.25, 0.0148705,
163.2, 5729.58, 0.0151942,
163.2, 5856.9, 0.0155148,
163.2, 5984.23, 0.015839,
163.2, 6111.55, 0.0161628,
163.2, 6238.87, 0.0164849,
163.2, 6366.2, 0.0168064,
163.2, 6493.52, 0.0171271,
163.2, 6620.85, 0.0174449,
163.2, 6748.17, 0.017764,
163.2, 6875.49, 0.0180816,
163.2, 7002.82, 0.0183992,
163.2, 7130.14, 0.0187151,
163.2, 7257.47, 0.0190286,
163.2, 7384.79, 0.0193427,
163.2, 7512.11, 0.0196562,
163.2, 7639.44, 0.0199686,
163.2, 7766.76, 0.0202784,
163.2, 7894.09, 0.0205887,
163.2, 8021.41, 0.0208979,
163.2, 8148.73, 0.0212062,
163.2, 8276.06, 0.0215117,
163.2, 8403.38, 0.0218177,
163.2, 8530.7, 0.0221225,
163.2, 8658.03, 0.0224247,
163.2, 8785.35, 0.0227273,
163.2, 8912.68, 0.0230272,
163.2, 9040, 0.0233275,
163.2, 9167.32, 0.0236265,
163.2, 9294.65, 0.0239229,
163.2, 9421.97, 0.0242196,
163.2, 9549.3, 0.0245135,
163.2, 9676.62, 0.0248077,
163.2, 9803.94, 0.0250998,
163.2, 9931.27, 0.0253939,
163.2, 10058.6, 0.0256883,
163.2, 10185.9, 0.0259801,
163.2, 10313.2, 0.026272,
163.2, 10440.6, 0.0265614,
163.2, 10567.9, 0.0268495,
163.2, 10695.2, 0.0271378,
163.2, 10822.5, 0.0274234,
163.2, 10949.9, 0.0277079,
163.2, 11077.2, 0.0279909,
163.2, 11204.5, 0.0282727,
163.2, 11331.8, 0.0285546,
163.2, 11459.2, 0.0288337,
163.2, 11586.5, 0.0291118,
163.2, 11713.8, 0.0293881,
163.2, 11841.1, 0.0296634,
163.2, 11968.5, 0.0299378,
163.2, 12095.8, 0.0302109,
163.2, 12223.1, 0.0304833,
163.2, 12350.4, 0.0307534,
163.2, 12477.7, 0.031021,
163.2, 12605.1, 0.0312889,
163.2, 12732.4, 0.0315552,
164, 127.324, 0.000357258,
164, 254.648, 0.000714136,
164, 381.972, 0.00107226,
164, 509.296, 0.00142884,
164, 636.62, 0.00178527,
164, 763.944, 0.00214295,
164, 891.268, 0.00249804,
164, 1018.59, 0.00285307,
164, 1145.92, 0.00320909,
164, 1273.24, 0.00356359,
164, 1400.56, 0.0039178,
164, 1527.89, 0.00427219,
164, 1655.21, 0.00462571,
164, 1782.54, 0.00497937,
164, 1909.86, 0.00533187,
164, 2037.18, 0.00568443,
164, 2164.51, 0.00603785,
164, 2291.83, 0.00638907,
164, 2419.16, 0.00674177,
164, 2546.48, 0.00709229,
164, 2673.8, 0.00744353,
164, 2801.13, 0.00779325,
164, 2928.45, 0.008143,
164, 3055.77, 0.00849289,
164, 3183.1, 0.00884065,
164, 3310.42, 0.00918894,
164, 3437.75, 0.00953572,
164, 3565.07, 0.00988301,
164, 3692.39, 0.0102287,
164, 3819.72, 0.0105743,
164, 3947.04, 0.0109193,
164, 4074.37, 0.0112625,
164, 4201.69, 0.0116065,
164, 4329.01, 0.0119485,
164, 4456.34, 0.0122906,
164, 4583.66, 0.012633,
164, 4710.99, 0.0129721,
164, 4838.31, 0.0133125,
164, 4965.63, 0.0136522,
164, 5092.96, 0.0139886,
164, 5220.28, 0.0143267,
164, 5347.61, 0.0146616,
164, 5474.93, 0.0149977,
164, 5602.25, 0.0153329,
164, 5729.58, 0.0156658,
164, 5856.9, 0.0160013,
164, 5984.23, 0.016334,
164, 6111.55, 0.0166679,
164, 6238.87, 0.017001,
164, 6366.2, 0.0173313,
164, 6493.52, 0.0176628,
164, 6620.85, 0.017991,
164, 6748.17, 0.0183203,
164, 6875.49, 0.0186468,
164, 7002.82, 0.0189742,
164, 7130.14, 0.0192988,
164, 7257.47, 0.019624,
164, 7384.79, 0.0199465,
164, 7512.11, 0.0202697,
164, 7639.44, 0.0205901,
164, 7766.76, 0.0209113,
164, 7894.09, 0.0212294,
164, 8021.41, 0.0215484,
164, 8148.73, 0.0218644,
164, 8276.06, 0.0221808,
164, 8403.38, 0.0224946,
164, 8530.7, 0.0228072,
164, 8658.03, 0.0231202,
164, 8785.35, 0.0234304,
164, 8912.68, 0.0237394,
164, 9040, 0.0240487,
164, 9167.32, 0.0243552,
164, 9294.65, 0.0246605,
164, 9421.97, 0.0249645,
164, 9549.3, 0.0252672,
164, 9676.62, 0.0255728,
164, 9803.94, 0.0258773,
164, 9931.27, 0.0261809,
164, 10058.6, 0.0264833,
164, 10185.9, 0.0267844,
164, 10313.2, 0.0270842,
164, 10440.6, 0.0273826,
164, 10567.9, 0.0276802,
164, 10695.2, 0.0279764,
164, 10822.5, 0.0282712,
164, 10949.9, 0.0285647,
164, 11077.2, 0.0288568,
164, 11204.5, 0.0291479,
164, 11331.8, 0.0294357,
164, 11459.2, 0.029724,
164, 11586.5, 0.0300108,
164, 11713.8, 0.0302962,
164, 11841.1, 0.0305787,
164, 11968.5, 0.0308616,
164, 12095.8, 0.0311431,
164, 12223.1, 0.0314211,
164, 12350.4, 0.0316994,
164, 12477.7, 0.031975,
164, 12605.1, 0.0322509,
164, 12732.4, 0.0325234,
164.8, 127.324, 0.000369277,
164.8, 254.648, 0.000738124,
164.8, 381.972, 0.00110686,
164.8, 509.296, 0.00147545,
164.8, 636.62, 0.00184387,
164.8, 763.944, 0.00221117,
164.8, 891.268, 0.00257827,
164.8, 1018.59, 0.00294516,
164.8, 1145.92, 0.0033118,
164.8, 1273.24, 0.00367971,
164.8, 1400.56, 0.0040455,
164.8, 1527.89, 0.00441046,
164.8, 1655.21, 0.00477502,
164.8, 1782.54, 0.00513971,
164.8, 1909.86, 0.00550634,
164.8, 2037.18, 0.0058705,
164.8, 2164.51, 0.00623379,
164.8, 2291.83, 0.0065972,
164.8, 2419.16, 0.00696172,
164.8, 2546.48, 0.00732379,
164.8, 2673.8, 0.00768499,
164.8, 2801.13, 0.00804614,
164.8, 2928.45, 0.00840834,
164.8, 3055.77, 0.00876845,
164.8, 3183.1, 0.00912764,
164.8, 3310.42, 0.00948783,
164.8, 3437.75, 0.00984588,
164.8, 3565.07, 0.0102033,
164.8, 3692.39, 0.0105616,
164.8, 3819.72, 0.0109175,
164.8, 3947.04, 0.0112745,
164.8, 4074.37, 0.0116289,
164.8, 4201.69, 0.0119825,
164.8, 4329.01, 0.0123371,
164.8, 4456.34, 0.0126893,
164.8, 4583.66, 0.0130406,
164.8, 4710.99, 0.0133926,
164.8, 4838.31, 0.0137423,
164.8, 4965.63, 0.0140926,
164.8, 5092.96, 0.0144405,
164.8, 5220.28, 0.0147875,
164.8, 5347.61, 0.015135,
164.8, 5474.93, 0.0154801,
164.8, 5602.25, 0.0158251,
164.8, 5729.58, 0.0161724,
164.8, 5856.9, 0.0165171,
164.8, 5984.23, 0.0168624,
164.8, 6111.55, 0.0172054,
164.8, 6238.87, 0.0175474,
164.8, 6366.2, 0.0178899,
164.8, 6493.52, 0.01823,
164.8, 6620.85, 0.0185691,
164.8, 6748.17, 0.0189086,
164.8, 6875.49, 0.0192456,
164.8, 7002.82, 0.0195817,
164.8, 7130.14, 0.0199167,
164.8, 7257.47, 0.0202528,
164.8, 7384.79, 0.0205857,
164.8, 7512.11, 0.020918,
164.8, 7639.44, 0.0212491,
164.8, 7766.76, 0.0215809,
164.8, 7894.09, 0.0219096,
164.8, 8021.41, 0.022237,
164.8, 8148.73, 0.0225637,
164.8, 8276.06, 0.0228885,
164.8, 8403.38, 0.0232126,
164.8, 8530.7, 0.023536,
164.8, 8658.03, 0.0238575,
164.8, 8785.35, 0.0241792,
164.8, 8912.68, 0.0244986,
164.8, 9040, 0.0248165,
164.8, 9167.32, 0.025133,
164.8, 9294.65, 0.0254488,
164.8, 9421.97, 0.0257607,
164.8, 9549.3, 0.0260752,
164.8, 9676.62, 0.0263908,
164.8, 9803.94, 0.026705,
164.8, 9931.27, 0.0270185,
164.8, 10058.6, 0.0273299,
164.8, 10185.9, 0.0276405,
164.8, 10313.2, 0.0279482,
164.8, 10440.6, 0.0282559,
164.8, 10567.9, 0.028563,
164.8, 10695.2, 0.0288662,
164.8, 10822.5, 0.0291712,
164.8, 10949.9, 0.0294747,
164.8, 11077.2, 0.0297746,
164.8, 11204.5, 0.0300761,
164.8, 11331.8, 0.0303728,
164.8, 11459.2, 0.030671,
164.8, 11586.5, 0.0309657,
164.8, 11713.8, 0.0312601,
164.8, 11841.1, 0.0315533,
164.8, 11968.5, 0.0318443,
164.8, 12095.8, 0.0321336,
164.8, 12223.1, 0.0324229,
164.8, 12350.4, 0.0327087,
164.8, 12477.7, 0.0329942,
164.8, 12605.1, 0.0332765,
164.8, 12732.4, 0.0335584,
165.6, 127.324, 0.000382147,
165.6, 254.648, 0.000763864,
165.6, 381.972, 0.00114316,
165.6, 509.296, 0.00152366,
165.6, 636.62, 0.00190477,
165.6, 763.944, 0.0022849,
165.6, 891.268, 0.00266476,
165.6, 1018.59, 0.00304433,
165.6, 1145.92, 0.00342356,
165.6, 1273.24, 0.00380025,
165.6, 1400.56, 0.00417816,
165.6, 1527.89, 0.00455568,
165.6, 1655.21, 0.00493349,
165.6, 1782.54, 0.00531104,
165.6, 1909.86, 0.00568826,
165.6, 2037.18, 0.00606445,
165.6, 2164.51, 0.00644028,
165.6, 2291.83, 0.00681788,
165.6, 2419.16, 0.00719292,
165.6, 2546.48, 0.00756751,
165.6, 2673.8, 0.00794164,
165.6, 2801.13, 0.0083147,
165.6, 2928.45, 0.00868728,
165.6, 3055.77, 0.00905934,
165.6, 3183.1, 0.00943084,
165.6, 3310.42, 0.00980129,
165.6, 3437.75, 0.0101731,
165.6, 3565.07, 0.0105428,
165.6, 3692.39, 0.010911,
165.6, 3819.72, 0.0112789,
165.6, 3947.04, 0.0116462,
165.6, 4074.37, 0.0120123,
165.6, 4201.69, 0.0123778,
165.6, 4329.01, 0.0127443,
165.6, 4456.34, 0.0131082,
165.6, 4583.66, 0.0134713,
165.6, 4710.99, 0.0138332,
165.6, 4838.31, 0.0141946,
165.6, 4965.63, 0.0145551,
165.6, 5092.96, 0.014917,
165.6, 5220.28, 0.0152757,
165.6, 5347.61, 0.0156332,
165.6, 5474.93, 0.0159911,
165.6, 5602.25, 0.0163493,
165.6, 5729.58, 0.0167067,
165.6, 5856.9, 0.0170654,
165.6, 5984.23, 0.0174209,
165.6, 6111.55, 0.0177755,
165.6, 6238.87, 0.0181291,
165.6, 6366.2, 0.0184817,
165.6, 6493.52, 0.0188334,
165.6, 6620.85, 0.0191838,
165.6, 6748.17, 0.0195334,
165.6, 6875.49, 0.019882,
165.6, 7002.82, 0.0202318,
165.6, 7130.14, 0.020578,
165.6, 7257.47, 0.0209233,
165.6, 7384.79, 0.0212675,
165.6, 7512.11, 0.0216105,
165.6, 7639.44, 0.0219522,
165.6, 7766.76, 0.0222931,
165.6, 7894.09, 0.0226327,
165.6, 8021.41, 0.0229691,
165.6, 8148.73, 0.0233061,
165.6, 8276.06, 0.0236418,
165.6, 8403.38, 0.0239766,
165.6, 8530.7, 0.0243106,
165.6, 8658.03, 0.0246434,
165.6, 8785.35, 0.0249747,
165.6, 8912.68, 0.0253031,
165.6, 9040, 0.0256314,
165.6, 9167.32, 0.0259592,
165.6, 9294.65, 0.0262854,
165.6, 9421.97, 0.02661,
165.6, 9549.3, 0.0269376,
165.6, 9676.62, 0.0272645,
165.6, 9803.94, 0.0275877,
165.6, 9931.27, 0.0279117,
165.6, 10058.6, 0.0282329,
165.6, 10185.9, 0.028554,
165.6, 10313.2, 0.0288721,
165.6, 10440.6, 0.029191,
165.6, 10567.9, 0.0295062,
165.6, 10695.2, 0.0298208,
165.6, 10822.5, 0.0301359,
165.6, 10949.9, 0.0304463,
165.6, 11077.2, 0.0307561,
165.6, 11204.5, 0.0310678,
165.6, 11331.8, 0.0313749,
165.6, 11459.2, 0.0316818,
165.6, 11586.5, 0.0319869,
165.6, 11713.8, 0.0322903,
165.6, 11841.1, 0.0325935,
165.6, 11968.5, 0.0328934,
165.6, 12095.8, 0.0331931,
165.6, 12223.1, 0.0334909,
165.6, 12350.4, 0.0337869,
165.6, 12477.7, 0.0340827,
165.6, 12605.1, 0.0343767,
165.6, 12732.4, 0.0346651,
166.4, 127.324, 0.000395801,
166.4, 254.648, 0.000788448,
166.4, 381.972, 0.00118256,
166.4, 509.296, 0.001575,
166.4, 636.62, 0.00196873,
166.4, 763.944, 0.00236223,
